0,2
1,2
2,6
3,6
4,12
5,18
6,30
7,42
8,60
9,90
10,126
11,210
12,252
13,420
14,630
15,840
16,1260
17,1680
18,2730
19,3276
20,5460
21,8190
22,10920
23,16380
24,21840
25,32760
26,40950
27,65520
28,90090
29,120120
30,180180
31,253890
32,360360
33,507780
34,720720
35,1015560
36,1332240
37,2031120
38,2792790
39,3996720
40,5585580
41,7447440
42,11171160
43,15487290
44,22342320
45,30974580
46,43963920
47,61949160
48,77436450
49,123898320
50,170360190
51,227146920
52,340720380
53,454293840
54,681440760
55,851800950
56,1362881520
57,1703601900
58,2271469200
59,3407203800
60,3593051280
61,6814407600
62,7325488170
63,9880891020
64,14650976340
65,19761782040
66,29301952680
67,39523564080
68,58603905360
69,73254881700
70,98808910200
71,146509763400
72,197617820400
73,293019526800
74,359460000900
75,573773119920
76,718920001800
77,956288533200
78,1437840003600
79,1699513255440
80,2868865599600
81,3091356007740
82,4248783138600
83,6182712015480
84,8497566277200
85,12365424030960
86,16639420477680
87,24672244156560
88,30913560077400
89,41697360104400
90,61827120154800
91,83197102388400
92,123361220782800
93,151332660378900
94,203689457571600
95,302665320757800
96,358597296897840
97,605330641515600
98,715495080540240
99,896493242244600
100,1301460879258540
101,1792986484489200
102,2602921758517080
103,3577475402701200
104,5205843517034160
105,6507304396292700
106,8777294301976200
107,13014608792585400
108,17554588603952400
109,26029217585170800
110,26029217585170800
111,42978475547607600
112,50800150718357040
113,75484730996995320
114,94355913746244150
115,150969461993990640
116,188711827492488300
117,254000753591785200
118,377423654984976600
119,462018612136781700
120,754847309969953200
121,924037224273563400
122,1246375790880620400
123,1848074448547126800
124,1848074448547126800
125,2679707950393333860
126,3572943933857778480
127,5359415900786667720
128,6699269875983334650
129,10718831801573335440
130,13398539751966669300
131,17864719669288892400
132,26797079503933338600
133,30948739708768081200
134,53594159007866677200
135,53594159007866677200
136,75771052390432198800
137,93789778263766685100
138,136627363104561529200
139,187579556527533370200
140,225594018149392292400
141,375159113055066740400
142,439472103864506753040
143,549340129830633441300
144,732453506440844588400
145,1098680259661266882600
146,1221577210489650814800
147,2197360519322533765200
148,2425135695105967143300
149,3233514260141289524400
150,4850271390211934286600
151,5601721887287022697200
152,9700542780423868573200
153,9700542780423868573200
154,15381523635257736356400
155,17739666631603870153200
156,22634599820989026670800
157,35425739104199873629200
158,41749849867128141538800
159,67903799462967080012400
160,81302339214933749312400
161,105419710768473754052400
162,132574084665792870500400
163,198861126998689305750600
164,247980173729399115404400
165,397722253997378611501200
166,397722253997378611501200
167,617458305929631988021200
168,727326331895758676281200
169,928018592660550093502800
170,1452455303272194818797200
171,1733610261427463407388400
172,2784055777981650280508400
173,3210879660320300497729200
174,4322208141507423916148400
175,6412058777860177126885200
176,7556722825950193618522800
177,10167187122905363731580400
178,14715723397903008625544400
179,19080967649093749483484400
180,22845957319396383556784400
181,27939988343315847457959300
182,44884411445021239888196400
183,55879976686631694915918600
184,71078020718525999702924400
185,111759953373263389831837200
186,131646066073132320406897200
187,163702340400507616040533200
188,262894409892267262202293200
189,313783457318370876737300400
190,408139940219486744082013200
191,487144483461117217476140400
192,782319673612843728822860400
193,921522462511926242848280400
194,1145916382803553312283732400
195,1840260869245870835416052400
196,2123439114092004406804906800
197,2856979581536407208574092400
198,4135118274810745423777976400
199,4994993787953077981843570800
200,6711795956420812257661861200
201,9727093166013888701484848400
202,12865121750053205946229316400
203,15101177788121009531034488400
204,19972923821905805916521756400
205,29630123612491878503336509200
206,36992544566550182034338113200
207,46982571694945685803633028400
208,73873329179727100678844389200
209,88173151506462216363181412400
210,105708244516847066717241418800
211,165886372642020642449647009200
212,207410865287443149523355564400
213,258947811965851274240366792400
214,322002503567798480751728804400
215,517113304258089704751910724400
216,609126347720383246522713344400
217,738998181410514818911304986800
218,1214835068112167018636796877200
219,1403593254414814912898043394800
220,1886014663754248244402982997200
221,2733313179649902725117242400400
222,3615099211764950870890437908400
223,4258355299267611168201903728400
224,6137795787754763770636939340400
225,8503845476785169130457578140400
226,9825152780903704390286303763600
227,13202102646279737710820880980400
228,19133192257549319075820696802800
229,24452071958489670324697492825200
230,29731296364372958941735950200400
231,46614070712407800528350809585200
232,58282453145771525016062913596400
233,69782542558907185042910370896400
234,85582251854713846136441224888200
235,133758670835303182222946202610800
236,171164503709427692272882449776400
